"","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46"
"1",59,57,0,17,1,7,3,4,1,0,1,2,0,2,6,0,0,1,3,4,0,3,2
"2",81.5598713880009,60.8446125288326,0.44434597444585,18.0478605702558,2.26841383172717,11.508745093283,3.95290655702786,5.56561145464107,1.70570546086243,0.538417354943745,1.39793554452163,4.24986308308681,1.13728848510087,2.97663577324026,7.27051922960583,1.30301966393956,0.875906757651596,1.60547174655808,5.0485246054116,8.17186808297611,1.05900829677415,34509.1124135261,3.66628860662173
"3",640.462409437113,160.946376503687,11.6395868207187,47.5511466373468,34.4474478026341,126.059949077459,30.8789257211806,45.4261600764094,19.7521341800026,14.3255622043538,11.5740890410037,61.4395274056104,29.0150534041846,27.5105546122309,38.8748061564009,34.0957707395532,22.9500082253272,17.0196364778973,56.8655753839553,112.503432450605,27.7718401994183,119266.850819323,46.0330962167273
"4",1247.19144225125,269.63246478147,23.7279687786606,79.5223888557124,69.4707645071581,250.075383754292,58.0827567657988,88.6798160013816,39.1963168854679,29.7416595932444,22.5912761189033,123.182208101016,57.1749529647232,54.2923859070137,73.3166415795502,69.3450229646236,46.6595899212536,33.6976763703002,113.339073945726,226.343704694763,56.6996193893718,111078.087862302,91.8586933774203
"5",1814.16538614095,371.18474801232,34.9525416520296,109.300897420559,102.293665083898,365.577575997337,81.4316864626417,129.073222137868,57.2036853373621,44.6492310468989,32.8519581388955,180.499514249684,81.3482723596232,79.4804597755045,105.647134442285,101.902911757563,68.5394420668581,49.2201880205654,166.34802710854,333.350856344858,83.6510706320023,103437.291021215,134.492596576822
"6",2344.150833586,466.099692735661,45.3735312036851,137.026966348591,133.070093416203,473.158701856599,101.346309638156,166.805935412888,73.8747153893459,59.1009010312441,42.4086634627331,233.700288089107,101.957488520971,103.18750638519,136.014664476899,131.959123550423,88.7191583962569,63.6676442239564,216.134317200091,434.0009465485,108.763211526177,96331.1339579827,174.156461399336
"7",2839.73604909981,554.841776671953,55.0472592511846,162.832903846303,161.9440600129,573.372661196612,118.206784587406,202.064662970609,89.3033542132728,73.1464832804358,51.31052569119,283.073320426119,119.386030638938,125.519024808627,164.558065288715,159.690968282315,107.319847014668,77.1153084428999,262.924142997698,528.739611466718,132.164222184713,89722.1918271768,211.057615770669
"8",3303.32697181913,637.842769570115,64.0260817123876,186.842639610337,189.049396006634,666.734351826278,132.355554642671,235.022980853179,103.576933151348,86.8328031995398,59.603218642048,328.887043027549,133.980695735038,146.573075449665,191.40637056594,185.263250935786,124.454054656649,89.6331408952494,306.92761940868,617.981149912533,153.97326948338,83575.6795064044,245.388799156323
"9",3737.16437671181,715.504811472446,72.358761551313,209.172462583274,214.510713134023,753.723340252124,144.101477499372,265.842568384472,116.776789535526,100.204007118498,67.3292818447348,371.391445162802,146.055543556748,166.440981373798,216.679737913177,208.82944636004,140.226572009539,101.286297954855,348.340301957134,702.111470147835,174.301354374933,77859.2066933273,277.329534264669
"10",4143.33168034548,788.201812280352,80.0906382120175,229.931296744254,238.443842456872,834.785530538796,153.722393060175,294.673768123877,128.978549085271,113.301694118896,74.528268476852,410.818946114018,155.894254009162,185.207648051133,240.489870411096,230.532233399361,154.73480108395,112.13535946308,387.343889694761,781.489426862576,193.251696199655,72542.6647123978,307.046749724696
"11",4523.76500386587,856.281256476997,87.26384622526,249.221101252691,260.956398243015,910.335316309204,161.46792030345,321.656308915844,140.252490377048,126.165089691852,81.2369361772576,447.385519483737,163.752741216588,202.951974908326,262.940558966408,250.504183972444,168.0692282388,122.236621643943,424.107122776701,856.448547315593,210.920228966217,67598.0801533215,334.695583819427
"12",4880.26777983397,920.066823516668,93.9176327594099,267.13752464573,282.148593792717,980.758705484551,167.562669866838,346.920357254884,150.664074386121,138.831313917734,87.4895241582139,481.292324207931,169.862228794821,219.747451826788,284.12846785724,268.86876344892,180.314109378084,131.642522102296,458.787072868725,927.299541059881,227.396323057613,62999.4033759568,360.420552642958
"13",5214.51866464498,979.859806942277,100.088529533791,283.770224281757,302.113684467041,1046.41501247398,172.208387711034,370.587085948707,160.274231127243,151.335520899112,93.3179032541299,512.726588556046,174.431265856798,235.662482637328,304.143560980515,285.740872592102,191.547841874796,140.401870133309,491.529846736159,994.331657474866,242.763175549096,58722.3936234927,384.356182192252
"14",5528.07477543321,1035.93969435431,105.810423021722,299.202941248096,320.938150743954,1107.63754959614,175.585477992663,392.768905453435,169.139476697788,163.710937088842,98.7516372191023,541.861972634073,177.647119222256,250.760517951862,323.069277356034,301.227069770581,201.84311824126,148.559941058374,522.470881434703,1057.81323796052,257.097968910718,54744.5714904839,406.627265924932
"15",5822.3912278225,1088.56767328005,111.114979436567,313.514458820701,338.702786376393,1164.73780787231,177.856335475567,413.570872186674,177.312622063766,175.989245188703,103.818353532392,568.860748816126,179.679064145919,265.100852090772,340.983579941926,315.426908919586,211.267840820583,156.159044503842,551.736656213111,1117.99507763534,270.472837834316,51044.9364289827,427.350428898801
"16",6098.81328440761,1137.98522113159,116.031473688835,326.778103801292,355.482264734937,1218.00377522417,179.16532036401,433.090119928153,184.842487775502,188.200393807675,108.543594207741,593.872927267416,180.678220107718,278.738303814341,357.958536421478,328.432402918691,219.884757323967,163.238296275794,579.44401914134,1175.10906794067,282.954478713303,47604.0793343056,446.633497101036
"17",6358.60291173165,1184.41887120961,120.587367188206,339.063105249008,371.346615951677,1267.70562011839,179.642640307713,451.417775411583,191.774867642035,200.37313914414,112.951319905365,617.039218874477,180.781460710299,291.724299027104,374.061743624229,340.329841848453,227.752702701689,169.834390682449,605.702505623514,1229.37276928646,294.605464797475,44403.7988641813,464.577624572396
